source,era,region,rows,field_id,coverage_kind,covered_rows,missing_rows,coverage_pct
majestic,1945_1959,africa,133,coordinate_evidence,normalized_field_present,133,0,100.000000
majestic,1945_1959,africa,133,source_coordinates,qualified_value,129,4,96.992481
majestic,1945_1959,africa,133,coordinate_precision,normalized_field_present,133,0,100.000000
majestic,1945_1959,africa,133,coordinate_pile_review_state,normalized_field_present,0,133,0.000000
majestic,1945_1959,africa,133,occurrence_date_role,raw_field_present,133,0,100.000000
majestic,1945_1959,africa,133,exact_date,qualified_value,122,11,91.729323
majestic,1945_1959,africa,133,time_of_day_raw,raw_field_present,116,17,87.218045
majestic,1945_1959,africa,133,time_of_day_normalized,qualified_value,102,31,76.691729
majestic,1945_1959,africa,133,reported_date_role,raw_field_present,0,133,0.000000
majestic,1945_1959,africa,133,reporting_delay_estimable,qualified_value,0,133,0.000000
majestic,1945_1959,africa,133,craft_normalized,normalized_field_present,132,1,99.248120
majestic,1945_1959,africa,133,craft_confidence,qualified_value,117,16,87.969925
majestic,1945_1959,africa,133,craft_classification_source,normalized_field_present,132,1,99.248120
majestic,1945_1959,africa,133,same_day_suitability,qualified_value,115,18,86.466165
majestic,1945_1959,africa,133,duplicate_lineage,normalized_field_present,133,0,100.000000
majestic,1945_1959,africa,133,publisher_lineage,normalized_field_present,133,0,100.000000
majestic,1945_1959,africa,133,independent_source_identity,normalized_field_present,133,0,100.000000
majestic,1945_1959,africa,133,country_assignment,derived_field_present,133,0,100.000000
majestic,1945_1959,africa,133,administrative_region,normalized_field_present,0,133,0.000000
majestic,1945_1959,africa,133,boundary_assignment_provenance,derived_field_present,133,0,100.000000
majestic,1945_1959,africa,133,duration_raw,raw_field_present,129,4,96.992481
majestic,1945_1959,africa,133,witness_count_raw,raw_explicit_value,0,133,0.000000
majestic,1945_1959,africa,133,sound_raw,raw_explicit_value,0,133,0.000000
majestic,1945_1959,africa,133,color_raw,raw_explicit_value,0,133,0.000000
majestic,1945_1959,africa,133,light_positive_mention,raw_positive_mention,0,133,0.000000
majestic,1945_1959,africa,133,behavior_raw,raw_explicit_value,0,133,0.000000
majestic,1945_1959,africa,133,evidence_raw,raw_explicit_value,0,133,0.000000
majestic,1945_1959,antarctica,1,coordinate_evidence,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,source_coordinates,qualified_value,1,0,100.000000
majestic,1945_1959,antarctica,1,coordinate_precision,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,coordinate_pile_review_state,normalized_field_present,0,1,0.000000
majestic,1945_1959,antarctica,1,occurrence_date_role,raw_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,exact_date,qualified_value,1,0,100.000000
majestic,1945_1959,antarctica,1,time_of_day_raw,raw_field_present,0,1,0.000000
majestic,1945_1959,antarctica,1,time_of_day_normalized,qualified_value,0,1,0.000000
majestic,1945_1959,antarctica,1,reported_date_role,raw_field_present,0,1,0.000000
majestic,1945_1959,antarctica,1,reporting_delay_estimable,qualified_value,0,1,0.000000
majestic,1945_1959,antarctica,1,craft_normalized,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,craft_confidence,qualified_value,1,0,100.000000
majestic,1945_1959,antarctica,1,craft_classification_source,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,same_day_suitability,qualified_value,1,0,100.000000
majestic,1945_1959,antarctica,1,duplicate_lineage,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,publisher_lineage,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,independent_source_identity,normalized_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,country_assignment,derived_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,administrative_region,normalized_field_present,0,1,0.000000
majestic,1945_1959,antarctica,1,boundary_assignment_provenance,derived_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,duration_raw,raw_field_present,1,0,100.000000
majestic,1945_1959,antarctica,1,witness_count_raw,raw_explicit_value,0,1,0.000000
majestic,1945_1959,antarctica,1,sound_raw,raw_explicit_value,0,1,0.000000
majestic,1945_1959,antarctica,1,color_raw,raw_explicit_value,0,1,0.000000
majestic,1945_1959,antarctica,1,light_positive_mention,raw_positive_mention,0,1,0.000000
majestic,1945_1959,antarctica,1,behavior_raw,raw_explicit_value,0,1,0.000000
majestic,1945_1959,antarctica,1,evidence_raw,raw_explicit_value,0,1,0.000000
majestic,1945_1959,asia,208,coordinate_evidence,normalized_field_present,208,0,100.000000
majestic,1945_1959,asia,208,source_coordinates,qualified_value,191,17,91.826923
majestic,1945_1959,asia,208,coordinate_precision,normalized_field_present,208,0,100.000000
majestic,1945_1959,asia,208,coordinate_pile_review_state,normalized_field_present,0,208,0.000000
majestic,1945_1959,asia,208,occurrence_date_role,raw_field_present,208,0,100.000000
majestic,1945_1959,asia,208,exact_date,qualified_value,200,8,96.153846
majestic,1945_1959,asia,208,time_of_day_raw,raw_field_present,127,81,61.057692
majestic,1945_1959,asia,208,time_of_day_normalized,qualified_value,111,97,53.365385
majestic,1945_1959,asia,208,reported_date_role,raw_field_present,0,208,0.000000
majestic,1945_1959,asia,208,reporting_delay_estimable,qualified_value,0,208,0.000000
majestic,1945_1959,asia,208,craft_normalized,normalized_field_present,149,59,71.634615
majestic,1945_1959,asia,208,craft_confidence,qualified_value,131,77,62.980769
majestic,1945_1959,asia,208,craft_classification_source,normalized_field_present,149,59,71.634615
majestic,1945_1959,asia,208,same_day_suitability,qualified_value,128,80,61.538462
majestic,1945_1959,asia,208,duplicate_lineage,normalized_field_present,208,0,100.000000
majestic,1945_1959,asia,208,publisher_lineage,normalized_field_present,208,0,100.000000
majestic,1945_1959,asia,208,independent_source_identity,normalized_field_present,208,0,100.000000
majestic,1945_1959,asia,208,country_assignment,derived_field_present,208,0,100.000000
majestic,1945_1959,asia,208,administrative_region,normalized_field_present,0,208,0.000000
majestic,1945_1959,asia,208,boundary_assignment_provenance,derived_field_present,208,0,100.000000
majestic,1945_1959,asia,208,duration_raw,raw_field_present,140,68,67.307692
majestic,1945_1959,asia,208,witness_count_raw,raw_explicit_value,0,208,0.000000
majestic,1945_1959,asia,208,sound_raw,raw_explicit_value,0,208,0.000000
majestic,1945_1959,asia,208,color_raw,raw_explicit_value,0,208,0.000000
majestic,1945_1959,asia,208,light_positive_mention,raw_positive_mention,0,208,0.000000
majestic,1945_1959,asia,208,behavior_raw,raw_explicit_value,0,208,0.000000
majestic,1945_1959,asia,208,evidence_raw,raw_explicit_value,0,208,0.000000
majestic,1945_1959,europe,1232,coordinate_evidence,normalized_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,source_coordinates,qualified_value,1105,127,89.691558
majestic,1945_1959,europe,1232,coordinate_precision,normalized_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,coordinate_pile_review_state,normalized_field_present,0,1232,0.000000
majestic,1945_1959,europe,1232,occurrence_date_role,raw_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,exact_date,qualified_value,1103,129,89.529221
majestic,1945_1959,europe,1232,time_of_day_raw,raw_field_present,956,276,77.597403
majestic,1945_1959,europe,1232,time_of_day_normalized,qualified_value,782,450,63.474026
majestic,1945_1959,europe,1232,reported_date_role,raw_field_present,0,1232,0.000000
majestic,1945_1959,europe,1232,reporting_delay_estimable,qualified_value,0,1232,0.000000
majestic,1945_1959,europe,1232,craft_normalized,normalized_field_present,1152,80,93.506494
majestic,1945_1959,europe,1232,craft_confidence,qualified_value,1049,183,85.146104
majestic,1945_1959,europe,1232,craft_classification_source,normalized_field_present,1152,80,93.506494
majestic,1945_1959,europe,1232,same_day_suitability,qualified_value,1030,202,83.603896
majestic,1945_1959,europe,1232,duplicate_lineage,normalized_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,publisher_lineage,normalized_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,independent_source_identity,normalized_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,country_assignment,derived_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,administrative_region,normalized_field_present,0,1232,0.000000
majestic,1945_1959,europe,1232,boundary_assignment_provenance,derived_field_present,1232,0,100.000000
majestic,1945_1959,europe,1232,duration_raw,raw_field_present,1094,138,88.798701
majestic,1945_1959,europe,1232,witness_count_raw,raw_explicit_value,0,1232,0.000000
majestic,1945_1959,europe,1232,sound_raw,raw_explicit_value,0,1232,0.000000
majestic,1945_1959,europe,1232,color_raw,raw_explicit_value,0,1232,0.000000
majestic,1945_1959,europe,1232,light_positive_mention,raw_positive_mention,0,1232,0.000000
majestic,1945_1959,europe,1232,behavior_raw,raw_explicit_value,0,1232,0.000000
majestic,1945_1959,europe,1232,evidence_raw,raw_explicit_value,0,1232,0.000000
majestic,1945_1959,latin_america_caribbean,288,coordinate_evidence,normalized_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,source_coordinates,qualified_value,253,35,87.847222
majestic,1945_1959,latin_america_caribbean,288,coordinate_precision,normalized_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,coordinate_pile_review_state,normalized_field_present,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,occurrence_date_role,raw_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,exact_date,qualified_value,265,23,92.013889
majestic,1945_1959,latin_america_caribbean,288,time_of_day_raw,raw_field_present,206,82,71.527778
majestic,1945_1959,latin_america_caribbean,288,time_of_day_normalized,qualified_value,174,114,60.416667
majestic,1945_1959,latin_america_caribbean,288,reported_date_role,raw_field_present,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,reporting_delay_estimable,qualified_value,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,craft_normalized,normalized_field_present,276,12,95.833333
majestic,1945_1959,latin_america_caribbean,288,craft_confidence,qualified_value,253,35,87.847222
majestic,1945_1959,latin_america_caribbean,288,craft_classification_source,normalized_field_present,276,12,95.833333
majestic,1945_1959,latin_america_caribbean,288,same_day_suitability,qualified_value,247,41,85.763889
majestic,1945_1959,latin_america_caribbean,288,duplicate_lineage,normalized_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,publisher_lineage,normalized_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,independent_source_identity,normalized_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,country_assignment,derived_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,administrative_region,normalized_field_present,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,boundary_assignment_provenance,derived_field_present,288,0,100.000000
majestic,1945_1959,latin_america_caribbean,288,duration_raw,raw_field_present,253,35,87.847222
majestic,1945_1959,latin_america_caribbean,288,witness_count_raw,raw_explicit_value,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,sound_raw,raw_explicit_value,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,color_raw,raw_explicit_value,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,light_positive_mention,raw_positive_mention,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,behavior_raw,raw_explicit_value,0,288,0.000000
majestic,1945_1959,latin_america_caribbean,288,evidence_raw,raw_explicit_value,0,288,0.000000
majestic,1945_1959,northern_america,3296,coordinate_evidence,normalized_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,source_coordinates,qualified_value,1712,1584,51.941748
majestic,1945_1959,northern_america,3296,coordinate_precision,normalized_field_present,3295,1,99.969660
majestic,1945_1959,northern_america,3296,coordinate_pile_review_state,normalized_field_present,0,3296,0.000000
majestic,1945_1959,northern_america,3296,occurrence_date_role,raw_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,exact_date,qualified_value,3099,197,94.023058
majestic,1945_1959,northern_america,3296,time_of_day_raw,raw_field_present,2382,914,72.269417
majestic,1945_1959,northern_america,3296,time_of_day_normalized,qualified_value,2021,1275,61.316748
majestic,1945_1959,northern_america,3296,reported_date_role,raw_field_present,0,3296,0.000000
majestic,1945_1959,northern_america,3296,reporting_delay_estimable,qualified_value,0,3296,0.000000
majestic,1945_1959,northern_america,3296,craft_normalized,normalized_field_present,2924,372,88.713592
majestic,1945_1959,northern_america,3296,craft_confidence,qualified_value,2619,677,79.459951
majestic,1945_1959,northern_america,3296,craft_classification_source,normalized_field_present,2924,372,88.713592
majestic,1945_1959,northern_america,3296,same_day_suitability,qualified_value,2487,809,75.455097
majestic,1945_1959,northern_america,3296,duplicate_lineage,normalized_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,publisher_lineage,normalized_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,independent_source_identity,normalized_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,country_assignment,derived_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,administrative_region,normalized_field_present,0,3296,0.000000
majestic,1945_1959,northern_america,3296,boundary_assignment_provenance,derived_field_present,3296,0,100.000000
majestic,1945_1959,northern_america,3296,duration_raw,raw_field_present,2463,833,74.726942
majestic,1945_1959,northern_america,3296,witness_count_raw,raw_explicit_value,0,3296,0.000000
majestic,1945_1959,northern_america,3296,sound_raw,raw_explicit_value,0,3296,0.000000
majestic,1945_1959,northern_america,3296,color_raw,raw_explicit_value,0,3296,0.000000
majestic,1945_1959,northern_america,3296,light_positive_mention,raw_positive_mention,0,3296,0.000000
majestic,1945_1959,northern_america,3296,behavior_raw,raw_explicit_value,0,3296,0.000000
majestic,1945_1959,northern_america,3296,evidence_raw,raw_explicit_value,0,3296,0.000000
majestic,1945_1959,oceania,223,coordinate_evidence,normalized_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,source_coordinates,qualified_value,178,45,79.820628
majestic,1945_1959,oceania,223,coordinate_precision,normalized_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,coordinate_pile_review_state,normalized_field_present,0,223,0.000000
majestic,1945_1959,oceania,223,occurrence_date_role,raw_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,exact_date,qualified_value,207,16,92.825112
majestic,1945_1959,oceania,223,time_of_day_raw,raw_field_present,169,54,75.784753
majestic,1945_1959,oceania,223,time_of_day_normalized,qualified_value,145,78,65.022422
majestic,1945_1959,oceania,223,reported_date_role,raw_field_present,0,223,0.000000
majestic,1945_1959,oceania,223,reporting_delay_estimable,qualified_value,0,223,0.000000
majestic,1945_1959,oceania,223,craft_normalized,normalized_field_present,206,17,92.376682
majestic,1945_1959,oceania,223,craft_confidence,qualified_value,179,44,80.269058
majestic,1945_1959,oceania,223,craft_classification_source,normalized_field_present,206,17,92.376682
majestic,1945_1959,oceania,223,same_day_suitability,qualified_value,174,49,78.026906
majestic,1945_1959,oceania,223,duplicate_lineage,normalized_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,publisher_lineage,normalized_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,independent_source_identity,normalized_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,country_assignment,derived_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,administrative_region,normalized_field_present,0,223,0.000000
majestic,1945_1959,oceania,223,boundary_assignment_provenance,derived_field_present,223,0,100.000000
majestic,1945_1959,oceania,223,duration_raw,raw_field_present,190,33,85.201794
majestic,1945_1959,oceania,223,witness_count_raw,raw_explicit_value,0,223,0.000000
majestic,1945_1959,oceania,223,sound_raw,raw_explicit_value,0,223,0.000000
majestic,1945_1959,oceania,223,color_raw,raw_explicit_value,0,223,0.000000
majestic,1945_1959,oceania,223,light_positive_mention,raw_positive_mention,0,223,0.000000
majestic,1945_1959,oceania,223,behavior_raw,raw_explicit_value,0,223,0.000000
majestic,1945_1959,oceania,223,evidence_raw,raw_explicit_value,0,223,0.000000
majestic,1945_1959,unknown,10140,coordinate_evidence,normalized_field_present,10140,0,100.000000
majestic,1945_1959,unknown,10140,source_coordinates,qualified_value,363,9777,3.579882
majestic,1945_1959,unknown,10140,coordinate_precision,normalized_field_present,6223,3917,61.370809
majestic,1945_1959,unknown,10140,coordinate_pile_review_state,normalized_field_present,0,10140,0.000000
majestic,1945_1959,unknown,10140,occurrence_date_role,raw_field_present,10140,0,100.000000
majestic,1945_1959,unknown,10140,exact_date,qualified_value,8942,1198,88.185404
majestic,1945_1959,unknown,10140,time_of_day_raw,raw_field_present,960,9180,9.467456
majestic,1945_1959,unknown,10140,time_of_day_normalized,qualified_value,517,9623,5.098619
majestic,1945_1959,unknown,10140,reported_date_role,raw_field_present,0,10140,0.000000
majestic,1945_1959,unknown,10140,reporting_delay_estimable,qualified_value,0,10140,0.000000
majestic,1945_1959,unknown,10140,craft_normalized,normalized_field_present,6550,3590,64.595661
majestic,1945_1959,unknown,10140,craft_confidence,qualified_value,5447,4693,53.717949
majestic,1945_1959,unknown,10140,craft_classification_source,normalized_field_present,6550,3590,64.595661
majestic,1945_1959,unknown,10140,same_day_suitability,qualified_value,5323,4817,52.495069
majestic,1945_1959,unknown,10140,duplicate_lineage,normalized_field_present,10140,0,100.000000
majestic,1945_1959,unknown,10140,publisher_lineage,normalized_field_present,10140,0,100.000000
majestic,1945_1959,unknown,10140,independent_source_identity,normalized_field_present,10140,0,100.000000
majestic,1945_1959,unknown,10140,country_assignment,derived_field_present,0,10140,0.000000
majestic,1945_1959,unknown,10140,administrative_region,normalized_field_present,0,10140,0.000000
majestic,1945_1959,unknown,10140,boundary_assignment_provenance,derived_field_present,387,9753,3.816568
majestic,1945_1959,unknown,10140,duration_raw,raw_field_present,310,9830,3.057199
majestic,1945_1959,unknown,10140,witness_count_raw,raw_explicit_value,0,10140,0.000000
majestic,1945_1959,unknown,10140,sound_raw,raw_explicit_value,0,10140,0.000000
majestic,1945_1959,unknown,10140,color_raw,raw_explicit_value,0,10140,0.000000
majestic,1945_1959,unknown,10140,light_positive_mention,raw_positive_mention,0,10140,0.000000
majestic,1945_1959,unknown,10140,behavior_raw,raw_explicit_value,0,10140,0.000000
majestic,1945_1959,unknown,10140,evidence_raw,raw_explicit_value,0,10140,0.000000
majestic,1960_1979,africa,139,coordinate_evidence,normalized_field_present,139,0,100.000000
majestic,1960_1979,africa,139,source_coordinates,qualified_value,137,2,98.561151
majestic,1960_1979,africa,139,coordinate_precision,normalized_field_present,139,0,100.000000
majestic,1960_1979,africa,139,coordinate_pile_review_state,normalized_field_present,0,139,0.000000
majestic,1960_1979,africa,139,occurrence_date_role,raw_field_present,139,0,100.000000
majestic,1960_1979,africa,139,exact_date,qualified_value,128,11,92.086331
majestic,1960_1979,africa,139,time_of_day_raw,raw_field_present,128,11,92.086331
majestic,1960_1979,africa,139,time_of_day_normalized,qualified_value,98,41,70.503597
majestic,1960_1979,africa,139,reported_date_role,raw_field_present,0,139,0.000000
majestic,1960_1979,africa,139,reporting_delay_estimable,qualified_value,0,139,0.000000
majestic,1960_1979,africa,139,craft_normalized,normalized_field_present,122,17,87.769784
majestic,1960_1979,africa,139,craft_confidence,qualified_value,108,31,77.697842
majestic,1960_1979,africa,139,craft_classification_source,normalized_field_present,122,17,87.769784
majestic,1960_1979,africa,139,same_day_suitability,qualified_value,102,37,73.381295
majestic,1960_1979,africa,139,duplicate_lineage,normalized_field_present,139,0,100.000000
majestic,1960_1979,africa,139,publisher_lineage,normalized_field_present,139,0,100.000000
majestic,1960_1979,africa,139,independent_source_identity,normalized_field_present,139,0,100.000000
majestic,1960_1979,africa,139,country_assignment,derived_field_present,139,0,100.000000
majestic,1960_1979,africa,139,administrative_region,normalized_field_present,0,139,0.000000
majestic,1960_1979,africa,139,boundary_assignment_provenance,derived_field_present,139,0,100.000000
majestic,1960_1979,africa,139,duration_raw,raw_field_present,120,19,86.330935
majestic,1960_1979,africa,139,witness_count_raw,raw_explicit_value,0,139,0.000000
majestic,1960_1979,africa,139,sound_raw,raw_explicit_value,0,139,0.000000
majestic,1960_1979,africa,139,color_raw,raw_explicit_value,0,139,0.000000
majestic,1960_1979,africa,139,light_positive_mention,raw_positive_mention,0,139,0.000000
majestic,1960_1979,africa,139,behavior_raw,raw_explicit_value,0,139,0.000000
majestic,1960_1979,africa,139,evidence_raw,raw_explicit_value,0,139,0.000000
majestic,1960_1979,antarctica,1,coordinate_evidence,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,source_coordinates,qualified_value,1,0,100.000000
majestic,1960_1979,antarctica,1,coordinate_precision,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,coordinate_pile_review_state,normalized_field_present,0,1,0.000000
majestic,1960_1979,antarctica,1,occurrence_date_role,raw_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,exact_date,qualified_value,1,0,100.000000
majestic,1960_1979,antarctica,1,time_of_day_raw,raw_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,time_of_day_normalized,qualified_value,0,1,0.000000
majestic,1960_1979,antarctica,1,reported_date_role,raw_field_present,0,1,0.000000
majestic,1960_1979,antarctica,1,reporting_delay_estimable,qualified_value,0,1,0.000000
majestic,1960_1979,antarctica,1,craft_normalized,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,craft_confidence,qualified_value,1,0,100.000000
majestic,1960_1979,antarctica,1,craft_classification_source,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,same_day_suitability,qualified_value,1,0,100.000000
majestic,1960_1979,antarctica,1,duplicate_lineage,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,publisher_lineage,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,independent_source_identity,normalized_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,country_assignment,derived_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,administrative_region,normalized_field_present,0,1,0.000000
majestic,1960_1979,antarctica,1,boundary_assignment_provenance,derived_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,duration_raw,raw_field_present,1,0,100.000000
majestic,1960_1979,antarctica,1,witness_count_raw,raw_explicit_value,0,1,0.000000
majestic,1960_1979,antarctica,1,sound_raw,raw_explicit_value,0,1,0.000000
majestic,1960_1979,antarctica,1,color_raw,raw_explicit_value,0,1,0.000000
majestic,1960_1979,antarctica,1,light_positive_mention,raw_positive_mention,0,1,0.000000
majestic,1960_1979,antarctica,1,behavior_raw,raw_explicit_value,0,1,0.000000
majestic,1960_1979,antarctica,1,evidence_raw,raw_explicit_value,0,1,0.000000
majestic,1960_1979,asia,520,coordinate_evidence,normalized_field_present,520,0,100.000000
majestic,1960_1979,asia,520,source_coordinates,qualified_value,513,7,98.653846
majestic,1960_1979,asia,520,coordinate_precision,normalized_field_present,520,0,100.000000
majestic,1960_1979,asia,520,coordinate_pile_review_state,normalized_field_present,0,520,0.000000
majestic,1960_1979,asia,520,occurrence_date_role,raw_field_present,520,0,100.000000
majestic,1960_1979,asia,520,exact_date,qualified_value,476,44,91.538462
majestic,1960_1979,asia,520,time_of_day_raw,raw_field_present,400,120,76.923077
majestic,1960_1979,asia,520,time_of_day_normalized,qualified_value,97,423,18.653846
majestic,1960_1979,asia,520,reported_date_role,raw_field_present,0,520,0.000000
majestic,1960_1979,asia,520,reporting_delay_estimable,qualified_value,0,520,0.000000
majestic,1960_1979,asia,520,craft_normalized,normalized_field_present,173,347,33.269231
majestic,1960_1979,asia,520,craft_confidence,qualified_value,153,367,29.423077
majestic,1960_1979,asia,520,craft_classification_source,normalized_field_present,173,347,33.269231
majestic,1960_1979,asia,520,same_day_suitability,qualified_value,149,371,28.653846
majestic,1960_1979,asia,520,duplicate_lineage,normalized_field_present,520,0,100.000000
majestic,1960_1979,asia,520,publisher_lineage,normalized_field_present,520,0,100.000000
majestic,1960_1979,asia,520,independent_source_identity,normalized_field_present,520,0,100.000000
majestic,1960_1979,asia,520,country_assignment,derived_field_present,520,0,100.000000
majestic,1960_1979,asia,520,administrative_region,normalized_field_present,0,520,0.000000
majestic,1960_1979,asia,520,boundary_assignment_provenance,derived_field_present,520,0,100.000000
majestic,1960_1979,asia,520,duration_raw,raw_field_present,170,350,32.692308
majestic,1960_1979,asia,520,witness_count_raw,raw_explicit_value,0,520,0.000000
majestic,1960_1979,asia,520,sound_raw,raw_explicit_value,0,520,0.000000
majestic,1960_1979,asia,520,color_raw,raw_explicit_value,0,520,0.000000
majestic,1960_1979,asia,520,light_positive_mention,raw_positive_mention,0,520,0.000000
majestic,1960_1979,asia,520,behavior_raw,raw_explicit_value,0,520,0.000000
majestic,1960_1979,asia,520,evidence_raw,raw_explicit_value,0,520,0.000000
majestic,1960_1979,europe,2348,coordinate_evidence,normalized_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,source_coordinates,qualified_value,2228,120,94.889267
majestic,1960_1979,europe,2348,coordinate_precision,normalized_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,coordinate_pile_review_state,normalized_field_present,0,2348,0.000000
majestic,1960_1979,europe,2348,occurrence_date_role,raw_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,exact_date,qualified_value,2132,216,90.800681
majestic,1960_1979,europe,2348,time_of_day_raw,raw_field_present,2092,256,89.097104
majestic,1960_1979,europe,2348,time_of_day_normalized,qualified_value,1777,571,75.681431
majestic,1960_1979,europe,2348,reported_date_role,raw_field_present,0,2348,0.000000
majestic,1960_1979,europe,2348,reporting_delay_estimable,qualified_value,0,2348,0.000000
majestic,1960_1979,europe,2348,craft_normalized,normalized_field_present,2200,148,93.696763
majestic,1960_1979,europe,2348,craft_confidence,qualified_value,1923,425,81.899489
majestic,1960_1979,europe,2348,craft_classification_source,normalized_field_present,2200,148,93.696763
majestic,1960_1979,europe,2348,same_day_suitability,qualified_value,1874,474,79.812606
majestic,1960_1979,europe,2348,duplicate_lineage,normalized_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,publisher_lineage,normalized_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,independent_source_identity,normalized_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,country_assignment,derived_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,administrative_region,normalized_field_present,0,2348,0.000000
majestic,1960_1979,europe,2348,boundary_assignment_provenance,derived_field_present,2348,0,100.000000
majestic,1960_1979,europe,2348,duration_raw,raw_field_present,2159,189,91.950596
majestic,1960_1979,europe,2348,witness_count_raw,raw_explicit_value,0,2348,0.000000
majestic,1960_1979,europe,2348,sound_raw,raw_explicit_value,0,2348,0.000000
majestic,1960_1979,europe,2348,color_raw,raw_explicit_value,0,2348,0.000000
majestic,1960_1979,europe,2348,light_positive_mention,raw_positive_mention,0,2348,0.000000
majestic,1960_1979,europe,2348,behavior_raw,raw_explicit_value,0,2348,0.000000
majestic,1960_1979,europe,2348,evidence_raw,raw_explicit_value,0,2348,0.000000
majestic,1960_1979,latin_america_caribbean,723,coordinate_evidence,normalized_field_present,723,0,100.000000
majestic,1960_1979,latin_america_caribbean,723,source_coordinates,qualified_value,662,61,91.562932
majestic,1960_1979,latin_america_caribbean,723,coordinate_precision,normalized_field_present,723,0,100.000000
majestic,1960_1979,latin_america_caribbean,723,coordinate_pile_review_state,normalized_field_present,0,723,0.000000
majestic,1960_1979,latin_america_caribbean,723,occurrence_date_role,raw_field_present,723,0,100.000000
majestic,1960_1979,latin_america_caribbean,723,exact_date,qualified_value,664,59,91.839557
majestic,1960_1979,latin_america_caribbean,723,time_of_day_raw,raw_field_present,557,166,77.040111
majestic,1960_1979,latin_america_caribbean,723,time_of_day_normalized,qualified_value,465,258,64.315353
majestic,1960_1979,latin_america_caribbean,723,reported_date_role,raw_field_present,0,723,0.000000
majestic,1960_1979,latin_america_caribbean,723,reporting_delay_estimable,qualified_value,0,723,0.000000
majestic,1960_1979,latin_america_caribbean,723,craft_normalized,normalized_field_present,699,24,96.680498
